domain,month,rank,page,views
kn.wikipedia.org,2026-07,39,ಹಸ್ತ_ಮೈಥುನ,1976
kn.wikipedia.org,2026-07,40,ಹೆಚ್.ಡಿ.ದೇವೇಗೌಡ,1930
kn.wikipedia.org,2026-07,41,ಶ್ರೀ_ರಾಘವೇಂದ್ರ_ಸ್ವಾಮಿಗಳು,1897
kn.wikipedia.org,2026-07,42,ಕರ್ನಾಟಕದ_ನದಿಗಳು,1890
kn.wikipedia.org,2026-07,43,ನಾಲ್ವಡಿ_ಕೃಷ್ಣರಾಜ_ಒಡೆಯರು,1846
kn.wikipedia.org,2026-07,44,ಸಂಭೋಗ_ಭಂಗಿಗಳು,1802
kn.wikipedia.org,2026-07,45,ಹಲ್ಮಿಡಿ_ಶಾಸನ,1782
kn.wikipedia.org,2026-07,46,ವಿನಾಯಕ_ಕೃಷ್ಣ_ಗೋಕಾಕ,1751
kn.wikipedia.org,2026-07,47,ಅಕ್ಕಮಹಾದೇವಿ,1735
kn.wikipedia.org,2026-07,48,ಗಿರೀಶ್_ಕಾರ್ನಾಡ್,1710
kn.wikipedia.org,2026-07,49,ಭಗತ್_ಸಿಂಗ್,1706
kn.wikipedia.org,2026-07,50,ಚಿತ್ರ:University-of-Virginia-Rotunda.jpg,1689
kn.wiktionary.org,2026-07,1,ವಿಕ್ಷನರಿ:ಮುಖ್ಯ_ಪುಟ,12430
kn.wiktionary.org,2026-07,2,ವಿಶೇಷ:Search,9199
kn.wiktionary.org,2026-07,3,ಕನ್ನಡ,6711
kn.wiktionary.org,2026-07,4,ಸೂರ್ಯ,4277
kn.wiktionary.org,2026-07,5,ಬುದ್ಧಿ,3589
kn.wiktionary.org,2026-07,6,ವರ್ತಕ,2961
kn.wiktionary.org,2026-07,7,ಗುಂಪು,2934
kn.wiktionary.org,2026-07,8,ದೇಹ,2683
kn.wiktionary.org,2026-07,9,ಪರಾಕ್ರಮಿ,2666
kn.wiktionary.org,2026-07,10,ಮೋಡ,2535
kn.wiktionary.org,2026-07,11,ಪತ್ನಿ,2142
kn.wiktionary.org,2026-07,12,ಚಿನ್ನ,2123
kn.wiktionary.org,2026-07,13,ಕಾರ್ತಿಕೇಯ,2062
kn.wiktionary.org,2026-07,14,ವ್ಯಾಪಾರಿ,1965
kn.wiktionary.org,2026-07,15,ಇಂಗ್ಲಿಷ್,1779
kn.wiktionary.org,2026-07,16,ಸಮೂಹ,1678
kn.wiktionary.org,2026-07,17,ಗೋಳಾಟ,1650
kn.wiktionary.org,2026-07,18,ನದಿ,1547
kn.wiktionary.org,2026-07,19,ಭೂಮಿ,1539
kn.wiktionary.org,2026-07,20,ಮದನ,1520
kn.wiktionary.org,2026-07,21,ತಂಬೂರಿ,1474
kn.wiktionary.org,2026-07,22,ಚಂದ್ರ,1471
kn.wiktionary.org,2026-07,23,ತಾವರೆ,1461
kn.wiktionary.org,2026-07,24,ದೇವತೆಗಳ_ಒಡೆಯ,1438
kn.wiktionary.org,2026-07,25,ಕಾಂತಿ,1430
kn.wiktionary.org,2026-07,26,ನಿಸ್ಸಾರ,1422
kn.wiktionary.org,2026-07,27,ಮನ್ಮಥ,1356
kn.wiktionary.org,2026-07,28,ಪರ್ಯಾಯ_ಪದ,1315
kn.wiktionary.org,2026-07,29,ಮುತ್ತುಗದ_ಮರ,1283
kn.wiktionary.org,2026-07,30,ಅಕ್ಕಿ,1249
kn.wiktionary.org,2026-07,31,ಸಿಟ್ಟು,1247
kn.wiktionary.org,2026-07,32,ಕ್ರಮಬದ್ಧ,1194
kn.wiktionary.org,2026-07,33,ಬಿದಿರಿನ_ಬುಟ್ಟಿ.,1183
kn.wiktionary.org,2026-07,34,ಬ್ರಹ್ಮ,1127
kn.wiktionary.org,2026-07,35,ಹೊಳೆ,1105
kn.wiktionary.org,2026-07,36,ಸೂಚನೆ,1085
kn.wiktionary.org,2026-07,37,ಸಮಾನಾರ್ಥಕ,1057
kn.wiktionary.org,2026-07,38,ನಾಯಕ,1056
kn.wiktionary.org,2026-07,39,ಶರೀರ,927
kn.wiktionary.org,2026-07,40,ರವಿ,913
kn.wiktionary.org,2026-07,41,ಕುದುರೆ,889
kn.wiktionary.org,2026-07,42,ಸಾವಕಾಶ,853
kn.wiktionary.org,2026-07,43,ಮಿಂಚು,836
kn.wiktionary.org,2026-07,44,ಹವಳ,829
kn.wiktionary.org,2026-07,45,ಬಲವಂತ,820
kn.wiktionary.org,2026-07,46,ಹೆಂಡತಿ,809
kn.wiktionary.org,2026-07,47,ಪಂಡಿತ,804
kn.wiktionary.org,2026-07,48,ಬಟ್ಟೆ,799
kn.wiktionary.org,2026-07,49,ಶಾಲು,796
kn.wiktionary.org,2026-07,50,ಭಯಂಕರ,785
kn.wikisource.org,2026-07,1,ಭಾಗ್ಯದ_ಲಕ್ಷ್ಮೀ_ಬಾರಮ್ಮ,6979
kn.wikisource.org,2026-07,2,ಮುಖ್ಯ_ಪುಟ,5959
kn.wikisource.org,2026-07,3,ಗುರುವಿನ_ಗುಲಾಮ,3055
kn.wikisource.org,2026-07,4,ವಿಶೇಷ:RecentChanges,2841
kn.wikisource.org,2026-07,5,ಇಂದು_ಎನಗೆ_ಗೋವಿಂದ,2517
kn.wikisource.org,2026-07,6,ಹರಿಕಥಾಮೃತಸಾರ/_ಗಣಪತಿ_ಸಂಧಿ,1745
kn.wikisource.org,2026-07,7,ತಾಯಿ_ಶಾರದೆ_ಲೋಕ_ಪೂಜಿತೆ,1540
kn.wikisource.org,2026-07,8,ಮಹಾ_ಮೃತ್ಯುಂಜಯ_ಮಂತ್ರ,1460
kn.wikisource.org,2026-07,9,ನಮ್ಮಮ್ಮ_ಶಾರದೆ,1299
kn.wikisource.org,2026-07,10,ರಾಘವೆಂದ್ರ_ಹಾಡು-_ವಾರ_ಬಂತಮ್ಮ_ಗುರುವಾರ,1181
kn.wikisource.org,2026-07,11,ವಿಶೇಷ:Search,1074
kn.wikisource.org,2026-07,12,"ಹರಿಕಥಾಮೃತಸಾರ/ಪಿತೃಗಣ_ವಿಚಾರ_ಸಂಧಿ_(ಸರ್ವ_ಜೀವನ_ಕಲ್ಪ,_ಜೀವನ_ಪ್ರಕ್ರಿಯ)",1052
kn.wikisource.org,2026-07,13,ಹರಿಕಥಾಮೃತಸಾರ/ಮಂಗಳಾಚರಣ_ಸಂಧಿ,991
kn.wikisource.org,2026-07,14,ಮೈಸೂರು_ವಿಶ್ವವಿದ್ಯಾನಿಲಯ_ವಿಶ್ವಕೋಶ/ಕರ್ನಾಟಕ_(ವ್ಯುತ್ಪತ್ತಿ),985
kn.wikisource.org,2026-07,15,ಹಚ್ಚೇವು_ಕನ್ನಡದ_ದೀಪ,923
kn.wikisource.org,2026-07,16,ಮೈಸೂರು_ವಿಶ್ವವಿದ್ಯಾನಿಲಯ_ವಿಶ್ವಕೋಶ/ಕಪಿಲ,915
kn.wikisource.org,2026-07,17,ಪಂಪ:ಕವಿ-ಕೃತಿ_ಪರಿಚಯ,864
kn.wikisource.org,2026-07,18,ಇಳಿದು_ಬಾ_ತಾಯಿ_ಇಳಿದು_ಬಾ,780
kn.wikisource.org,2026-07,19,ಎಲ್ಲೋ_ಜೋಗಪ್ಪ_ನಿನ್ನ_ಅರಮಾನೆ,773
kn.wikisource.org,2026-07,20,ಹರಿಭಕ್ತಿಸಾರ,759
kn.wikisource.org,2026-07,21,ಮೈಸೂರು_ವಿಶ್ವವಿದ್ಯಾನಿಲಯ_ವಿಶ್ವಕೋಶ/ವಾಸ್ತವವಾದ,743
kn.wikisource.org,2026-07,22,ಮಹಾಗಣಪತಿಂ_ಮನಸಾ,729
kn.wikisource.org,2026-07,23,ಸರ್ವಜ್ಞನ_ವಚನಗಳು,694
kn.wikisource.org,2026-07,24,ಅರಿವಿನ_ಬಲದಿಂದ_ಕೆಲಬರು,691
kn.wikisource.org,2026-07,25,ಯಶೋಧರ_ಚರಿತೆ,671
kn.wikisource.org,2026-07,26,ಬಣ್ಣದ_ತಗಡಿನ_ತುತ್ತೂರಿ,643
kn.wikisource.org,2026-07,27,ಪುಟ:ವಾಲ್ಮೀಕಿ_ರಾಮಾಯಣ_-_ಶಾಪ_ಮತ್ತು_ವರ.pdf/೪೩೨,641
kn.wikisource.org,2026-07,28,ಹೊಸ_ಬೆಳಕು_-_ತೆರೆದಿದೆ_ಮನೆ,636
kn.wikisource.org,2026-07,29,ಪಂಪಭಾರತ,634
kn.wikisource.org,2026-07,30,ಕರುಣಿಸೋ_ರಂಗ,616
kn.wikisource.org,2026-07,31,ವಿಕಿಸೋರ್ಸ್:ಅರಳಿ_ಕಟ್ಟೆ,588
kn.wikisource.org,2026-07,32,ರಾಗಿ_ತಂದೀರಾ_ಭಿಕ್ಷಕೆ_ರಾಗಿ_ತಂದೀರಾ,574
kn.wikisource.org,2026-07,33,ಉಳ್ಳವರು_ಶಿವಾಲಯ_ಮಾಡಿಹರು,560
kn.wikisource.org,2026-07,34,ಪುಟ:ಕನಕದಾಸ_ಸಾಹಿತ್ಯ_ದರ್ಶನ_-_ಸಂಪುಟ_೨.pdf/೨,545
kn.wikisource.org,2026-07,35,ಅಂಬಿಗ_ನಾ_ನಿನ್ನ_ನಂಬಿದೆ,495
kn.wikisource.org,2026-07,36,ಕುಮಾರವ್ಯಾಸ_ಭಾರತ,491
kn.wikisource.org,2026-07,37,ಕಾರಿ_ಹೆಗ್ಗಡೆಯ_ಮಗಳು,482
kn.wikisource.org,2026-07,38,ಭಗವದ್ಗೀತೆ,472
kn.wikisource.org,2026-07,39,ದೀಪವು_ನಿನ್ನದೆ_ಗಾಳಿಯು_ನಿನ್ನದೆ,464
kn.wikisource.org,2026-07,40,ಜೈಮಿನಿ_ಭಾರತ,462
kn.wikisource.org,2026-07,41,ಹರಿಕಥಾಮೃತಸಾರ,459
kn.wikisource.org,2026-07,42,ಮೈಸೂರು_ವಿಶ್ವವಿದ್ಯಾನಿಲಯ_ವಿಶ್ವಕೋಶ/ಆದಿಶಂಕರಾಚಾರ್ಯ,436
kn.wikisource.org,2026-07,43,ಚಂದ್ರಚಕೋರಿ_-_ಅಂದಗಾತಿ_ಕಣ್ಣ_ತುಂಬ,433
kn.wikisource.org,2026-07,44,ಮೈಸೂರು_ವಿಶ್ವವಿದ್ಯಾನಿಲಯ_ವಿಶ್ವಕೋಶ/ತುಂಗಭದ್ರಾ_ಯೋಜನೆ,422
kn.wikisource.org,2026-07,45,ಮೈಸೂರು_ವಿಶ್ವವಿದ್ಯಾನಿಲಯ_ವಿಶ್ವಕೋಶ/ಕರ್ಣಾಟಕದ_ಧರ್ಮಗಳು,421
kn.wikisource.org,2026-07,46,ಮಂಕುತಿಮ್ಮನ_ಕಗ್ಗ_-_ಹುಲ್ಲಾಗು_ಬೆಟ್ಟದಡಿ,402
kn.wikisource.org,2026-07,47,ಹರಿಕಥಾಮೃತಸಾರ/ಕರುಣಾ_ಸಂಧಿ,400
kn.wikisource.org,2026-07,48,ದಾಸನ_ಮಾಡಿಕೊ_ಎನ್ನ,387
kn.wikisource.org,2026-07,49,ಪುರಂದರದಾಸರ_ಸಾಹಿತ್ಯ,376
kn.wikisource.org,2026-07,50,ಕುಮಾರವ್ಯಾಸ_ಭಾರತ/ಸಟೀಕಾ_(೧-ಆದಿಪರ್ವ::ಸಂಧಿ-೧),365
kn.wikiquote.org,2026-07,1,ವಿಶೇಷ:RecentChanges,10041
kn.wikiquote.org,2026-07,2,ಮುಖ್ಯ_ಪುಟ,2993
kn.wikiquote.org,2026-07,3,ಗಾದೆಗಳು,1264
kn.wikiquote.org,2026-07,4,ಬಬ್ರುವಾಹನ,1101
kn.wikiquote.org,2026-07,5,ವಿಕಿಕೋಟ್:ಅರಳಿ_ಕಟ್ಟೆ,1093
kn.wikiquote.org,2026-07,6,ವಿಕಿಕೋಟ್:Community_Portal,981
kn.wikiquote.org,2026-07,7,ಉತ್ತರ_ಕನ್ನಡದ_ಗಾದೆಗಳು,873
kn.wikiquote.org,2026-07,8,ತೂಕದ_ಮಾತು,816
kn.wikiquote.org,2026-07,9,ಕುವೆಂಪು,717
kn.wikiquote.org,2026-07,10,ವಾಲ್ಮೀಕಿ,696
kn.wikiquote.org,2026-07,11,ಬೋಧಿ_ವೃಕ್ಷ,682
kn.wikiquote.org,2026-07,12,ಟೆಂಪ್ಲೇಟು:Cite_web,579
kn.wikiquote.org,2026-07,13,ಮಹಾತ್ಮ_ಗಾಂಧಿ,514
kn.wikiquote.org,2026-07,14,ವಿಶೇಷ:Search,460
kn.wikiquote.org,2026-07,15,ಜ್ಞಾನ_ದೀವಿಗೆ,451
kn.wikiquote.org,2026-07,16,ಬಂಕಿಮ_ಚಂದ್ರ_ಚಟರ್ಜಿ,442
kn.wikiquote.org,2026-07,17,ಅಮಿತ್_ರೇ,418
kn.wikiquote.org,2026-07,18,ಸುಪ್ರಭಾತ,389
kn.wikiquote.org,2026-07,19,ಜೀತ್_ಥೈಲ್,380
kn.wikiquote.org,2026-07,20,ಸ್ವಾಮಿ_ವಿವೇಕಾನಂದ,364
kn.wikiquote.org,2026-07,21,ರಾಜರತ್ನಂ,360
kn.wikiquote.org,2026-07,22,ರವೀಂದ್ರನಾಥ_ಟ್ಯಾಗೋರ್,348
kn.wikiquote.org,2026-07,23,ಸಲ್ಮಾನ್_ರಶ್ದಿ,326
kn.wikiquote.org,2026-07,24,ಭಗವಾನ್_ಶ್ರೀ_ರಜನೀಶ್_(ಓಶೋ),322
kn.wikiquote.org,2026-07,25,ಶಿವರಾಮ_ಕಾರಂತ,305
kn.wikiquote.org,2026-07,26,ಚೆನ್ನುಡಿ,281
kn.wikiquote.org,2026-07,27,ಅರಿಸ್ಟಾಟಲ್,274
kn.wikiquote.org,2026-07,28,ವಿಕಿಕೋಟ್:ನಿರ್ವಾಹಕ_ಹಕ್ಕುಗಳ_ಮನವಿ_ಪುಟ,269
kn.wikiquote.org,2026-07,29,ವಿಕಿಕೋಟ್:ಉಲ್ಲೇಖೋತ್ಸವ/ಜುಲೈ_೨೦೨೫,259
kn.wikiquote.org,2026-07,30,ಪಿ._ವಿ._ನರಸಿಂಹ_ರಾವ್,258
kn.wikiquote.org,2026-07,31,ಚಿನ್ಮಯಾನಂದ_ಸರಸ್ವತಿ,247
kn.wikiquote.org,2026-07,32,ಸುಭಾಷಿತಗಳು,237
kn.wikiquote.org,2026-07,33,ವಿಕಿಕೋಟ್:ಉಲ್ಲೇಖೋತ್ಸವ/ಜುಲೈ_೨೦೨೫/ಅಂಕಿಅಂಶಗಳು,236
kn.wikiquote.org,2026-07,34,ಡಿ.ವಿ.ಜಿ.,235
kn.wikiquote.org,2026-07,35,ಹೊಂಗಿರಣ,224
kn.wikiquote.org,2026-07,36,ಎ.ಪಿ.ಜೆ._ಅಬ್ದುಲ್‌_ಕಲಾಂ,219
kn.wikiquote.org,2026-07,37,ಓಪ್ರಾ_ವಿನ್ಫ್ರೇ,210
kn.wikiquote.org,2026-07,38,ಚಾಣಕ್ಯ,208
kn.wikiquote.org,2026-07,39,ವಿಕಿಕೋಟ್:ಉಲ್ಲೇಖೋತ್ಸವ/ಜುಲೈ_೨೦೨೫/ಮಾಪನೆ,206
kn.wikiquote.org,2026-07,40,ತುಳಸೀದಾಸರು,202
kn.wikiquote.org,2026-07,41,ರಜನಿಕಾಂತ್,197
kn.wikiquote.org,2026-07,42,ಮಂಕುತಿಮ್ಮ,175
kn.wikiquote.org,2026-07,42,ಕೇಶವ_ಬಲಿರಾಮ್_ಹೆಡಗೇವಾರ್,175
kn.wikiquote.org,2026-07,44,ಇಂದಿರಾ_ಗಾಂಧಿ,171
kn.wikiquote.org,2026-07,45,ಲೀ_ಯಂಗ್-ಎ,162
kn.wikiquote.org,2026-07,46,ಭೀಮಸೇನ_ಜೋಷಿ,161
kn.wikiquote.org,2026-07,47,ಅ.ನ.ಕೃ.,159
kn.wikiquote.org,2026-07,47,ಬಸವೇಶ್ವರ,159
kn.wikiquote.org,2026-07,49,ಚಕ್_ಯೇಗರ್,157
kn.wikiquote.org,2026-07,49,ಪ್ರಭಾತ್_ಪಟ್ನಾಯಕ್,157
ks.wikipedia.org,2026-07,1,اَہَم_صَفہٕ,21084
ks.wikipedia.org,2026-07,2,Special:RecentChanges,5221
ks.wikipedia.org,2026-07,3,خاص:Search,5192
ks.wikipedia.org,2026-07,4,راوَلپِنڈی,2167
ks.wikipedia.org,2026-07,5,وِکیٖپیٖڈیا:عَوٲمی_اِظہارِ_لا_تولُقی,1897
ks.wikipedia.org,2026-07,6,وِکیٖپیٖڈیا:مُتلِق,1541
ks.wikipedia.org,2026-07,7,خاص:RecentChanges,1355
ks.wikipedia.org,2026-07,8,سونی_رازدان,1026
ks.wikipedia.org,2026-07,9,بھٹیارے,1023
ks.wikipedia.org,2026-07,10,سابرکانٹھا_ضِلہٕ,806
ks.wikipedia.org,2026-07,11,سورَو_جوشی,745
ks.wikipedia.org,2026-07,12,فَیِل:Sameera_Reddy_attends_Reebok_Fit_to_Fight_event_(11).jpg,661
ks.wikipedia.org,2026-07,13,وِکیٖپیٖڈیا:چوک,651
ks.wikipedia.org,2026-07,14,وِکیٖپیٖڈیا:مُتعلِق,611
ks.wikipedia.org,2026-07,15,وِکیٖپیٖڈیا:Sandbox,567
ks.wikipedia.org,2026-07,16,وِکیٖپیٖڈیا,521
ks.wikipedia.org,2026-07,17,مَدَتھ:مَواد,509
ks.wikipedia.org,2026-07,18,وِکیٖپیٖڈیا:مَضموٗن_تَخلیٖق_سٲتھی,469
ks.wikipedia.org,2026-07,19,ابراہیم_زولفقاری,458
ks.wikipedia.org,2026-07,20,وِکیٖپیٖڈیا:اؠسَمبَلی,448
ks.wikipedia.org,2026-07,21,وِکیٖپیٖڈیا:صٲرِف_ناو_پالسی,446
ks.wikipedia.org,2026-07,22,وِکیٖپیٖڈیا:رٲبطہٕ_صَفہٕ,406
ks.wikipedia.org,2026-07,23,وِکیٖمیٖڈیا_فاوٗنڈیشَن,367
ks.wikipedia.org,2026-07,24,انا_لله_و_انا_الیه_راجعون,365
ks.wikipedia.org,2026-07,25,غۄلام_نبی_آزاد,364
ks.wikipedia.org,2026-07,26,فَیِل:Vietnam_Coast_Guard_flag.svg,357
ks.wikipedia.org,2026-07,27,فرٛانِسسکو_لاچوسکی,355
ks.wikipedia.org,2026-07,28,Module:Databox,339
ks.wikipedia.org,2026-07,29,ہِیبتُ_اللہ_اَخُندزادہ,336
ks.wikipedia.org,2026-07,30,رؠزیڑینٛٹ_ایوٕل_(فلم_سیریز),317
ks.wikipedia.org,2026-07,31,مَدَتھ:تَعارُف,313
ks.wikipedia.org,2026-07,32,وِکیٖپیٖڈیا:موجوٗد_کالِک_واقعات,307
ks.wikipedia.org,2026-07,33,بیٚٹی_وائٹ,276
ks.wikipedia.org,2026-07,34,سَتیناپالے,267
ks.wikipedia.org,2026-07,35,جون_ایلیا,263
ks.wikipedia.org,2026-07,35,مَدَتھ:گۄڈٕ_کَتھ,263
ks.wikipedia.org,2026-07,37,انجینر_محمد_علی_مرزا,261
ks.wikipedia.org,2026-07,38,سکینہ_بِنٛت_حُسین,258
ks.wikipedia.org,2026-07,39,کٲشِر_زَبان,247
ks.wikipedia.org,2026-07,39,سٕٹرے_کِڈٕز,247
ks.wikipedia.org,2026-07,41,سیارا,235
ks.wikipedia.org,2026-07,42,اِنقِلاب_فرٛانٛس,228
ks.wikipedia.org,2026-07,43,فرحانہ_بھَٹ,227
ks.wikipedia.org,2026-07,44,رُکُن:EPIC,220
ks.wikipedia.org,2026-07,45,سَمے_راینا,219
ks.wikipedia.org,2026-07,46,احمد_التیجانی,215
ks.wikipedia.org,2026-07,47,کٲشُر_سیٚنِما,204
ks.wikipedia.org,2026-07,48,بَراک_اؤبامہ,199
ks.wikipedia.org,2026-07,49,اَنُشکا_سین,197
ks.wikipedia.org,2026-07,50,قم,186
